Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
21.8434996,-0.000518538,664.185,1446.322,-0.000518538
21.8882903,-0.000696324,664.185,1449.298,-0.000696324
21.9340158,-0.000696324,658.2234,1438.386,-0.000696324
21.9778166,-0.00087411,658.2234,1441.362,-0.00087411
22.0682808,-0.000696324,654.249,1434.418,-0.000696324
22.1142387,-0.000696324,652.2618,1429.458,-0.000696324
22.1584512,-0.00087411,647.2938,1421.522,-0.00087411
22.2040312,-0.000696324,646.3002,1422.514,-0.000696324
22.2480499,-0.000518538,641.3322,1413.586,-0.000518538
22.2943137,-0.000696324,642.3258,1411.602,-0.000696324
22.3384691,-0.000696324,635.3706,1405.65,-0.000696324
22.3841598,-0.000696324,629.409,1400.69,-0.000696324
22.4276996,-0.00087411,630.4026,1401.682,-0.00087411
22.5241534,-0.000696324,630.4026,1402.674,-0.000696324
22.5635604,-0.00087411,626.4282,1389.778,-0.00087411
22.6084786,-0.000696324,625.4346,1395.73,-0.000696324
22.6542125,-0.000518538,625.4346,1390.77,-0.000518538
22.6968616,-0.000696324,621.4602,1382.834,-0.000696324
22.7435093,-0.000340752,621.4602,1383.826,-0.000340752
22.7880419,-0.000696324,614.505,1372.914,-0.000696324
22.833893,-0.000696324,608.5434,1366.962,-0.000696324
22.8779398,-0.000696324,608.5434,1371.922,-0.000696324
22.9683317,-0.000696324,602.5818,1361.01,-0.000696324
23.0137559,-0.000696324,604.569,1360.018,-0.000696324
23.0574915,-0.00087411,596.6202,1351.09,-0.00087411
23.1034809,-0.000696324,598.6074,1352.082,-0.000696324
23.1535195,-0.001229682,592.6458,1344.146,-0.001229682
23.1928462,-0.000518538,594.633,1347.122,-0.000518538
23.2375031,-0.00087411,588.6714,1336.21,-0.00087411
23.2829416,-0.001051896,581.7162,1328.274,-0.001051896
23.3280527,-0.00087411,581.7162,1333.234,-0.00087411
23.4177333,-0.00087411,576.7482,1317.362,-0.00087411
23.4626072,-0.00087411,577.7418,1320.338,-0.00087411
23.5077698,-0.000696324,569.793,1313.394,-0.000696324
23.553148,-0.001051896,569.793,1313.394,-0.001051896
23.598169,-0.00087411,566.8122,1305.458,-0.00087411
23.6428286,-0.00087411,567.8058,1305.458,-0.00087411
23.6882856,-0.00087411,560.8506,1295.538,-0.00087411
23.7326544,-0.000696324,553.8954,1291.57,-0.000696324
23.7778052,-0.000696324,554.889,1293.554,-0.000696324
23.8679451,-0.001051896,547.9338,1282.642,-0.001051896
23.9123806,-0.00087411,548.9274,1284.626,-0.00087411
23.9577409,-0.000696324,548.9274,1280.658,-0.000696324
24.0030515,-0.000696324,543.9594,1273.714,-0.000696324
24.0629644,-0.000518538,546.9402,1271.73,-0.000518538
24.0923774,-0.00087411,538.9914,1262.802,-0.00087411
