Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
19.407,1.48E-05,641.3322,1252.528291,1.48E-05
19.456,1.48E-05,643.3194,1250.612044,1.48E-05
19.506,1.48E-05,637.3578,1244.863305,1.48E-05
19.556,-0.000162966,638.3514,1242.947059,-0.000162966
19.606,-0.000162966,634.377,1241.030812,-0.000162966
19.656,1.48E-05,634.377,1239.114566,1.48E-05
19.706,-0.000162966,628.4154,1227.617087,-0.000162966
19.758,-0.000162966,629.409,1227.617087,-0.000162966
19.807,-0.000340752,622.4538,1219.952102,-0.000340752
19.857,1.48E-05,616.4922,1212.287116,1.48E-05
19.906,1.48E-05,616.4922,1212.287116,1.48E-05
19.957,1.48E-05,612.5178,1208.454623,1.48E-05
20.006,-0.000162966,613.5114,1208.454623,-0.000162966
20.057,1.48E-05,606.5562,1198.873391,1.48E-05
20.106,-0.000162966,607.5498,1198.873391,-0.000162966
20.157,0.000192606,602.5818,1191.208406,0.000192606
20.208,1.48E-05,602.5818,1193.124652,1.48E-05
20.257,1.48E-05,596.6202,1183.54342,1.48E-05
20.307,-0.000340752,592.6458,1177.794681,-0.000340752
20.356,-0.000162966,592.6458,1177.794681,-0.000162966
20.407,1.48E-05,585.6906,1168.213449,1.48E-05
20.457,0.000192606,586.6842,1166.297203,0.000192606
20.507,1.48E-05,579.729,1162.46471,1.48E-05
20.557,0.000192606,580.7226,1160.548463,0.000192606
20.607,1.48E-05,575.7546,1154.799724,1.48E-05
20.658,-0.000162966,574.761,1150.967231,-0.000162966
20.707,0.000192606,569.793,1143.302246,0.000192606
20.758,1.48E-05,563.8314,1139.469753,1.48E-05
20.807,-0.000162966,563.8314,1139.469753,-0.000162966
20.857,1.48E-05,558.8634,1131.804767,1.48E-05
20.907,0.000192606,560.8506,1129.888521,0.000192606
20.957,-0.000162966,553.8954,1126.056028,-0.000162966
21.007,1.48E-05,553.8954,1120.307289,1.48E-05
21.057,-0.000162966,548.9274,1116.474796,-0.000162966
21.108,-0.000162966,548.9274,1120.307289,-0.000162966
21.157,-0.000162966,541.9722,1108.809811,-0.000162966
21.207,0.000192606,537.0042,1099.228579,0.000192606
21.257,1.48E-05,537.9978,1101.144825,1.48E-05
21.307,1.48E-05,531.0426,1093.479839,1.48E-05
21.357,0.000192606,532.0362,1093.479839,0.000192606
21.407,-0.000340752,525.081,1085.814854,-0.000340752
21.457,1.48E-05,526.0746,1089.647347,1.48E-05
21.507,-0.000162966,527.0682,1089.647347,-0.000162966
21.557,0.000192606,519.1194,1076.233622,0.000192606
21.607,-0.000162966,522.1002,1080.066115,-0.000162966
21.657,1.48E-05,515.145,1072.401129,1.48E-05
21.707,-0.000162966,509.1834,1064.736143,-0.000162966
21.757,-0.000162966,509.1834,1064.736143,-0.000162966
21.807,-0.000162966,504.2154,1057.071158,-0.000162966
21.857,-0.000162966,505.209,1057.071158,-0.000162966
21.907,1.48E-05,496.2666,1047.489926,1.48E-05
21.957,-0.000340752,498.2538,1049.406172,-0.000340752
22.007,-0.000162966,492.2922,1043.657433,-0.000162966
22.057,0.000192606,491.2986,1041.741187,0.000192606
22.107,-0.000162966,486.3306,1034.076201,-0.000162966
22.157,-0.000162966,480.369,1026.411215,-0.000162966
22.207,1.48E-05,481.3626,1026.411215,1.48E-05
22.257,-0.000162966,474.4074,1020.662476,-0.000162966
22.307,1.48E-05,473.4138,1018.74623,1.48E-05
22.357,-0.000162966,468.4458,1012.997491,-0.000162966
22.407,-0.000162966,469.4394,1009.164998,-0.000162966
22.457,1.48E-05,462.4842,1003.416259,1.48E-05
22.507,-0.000340752,464.4714,1003.416259,-0.000340752
22.557,-0.000162966,459.5034,995.751273,-0.000162966
22.607,0.000192606,451.5546,977.0727378,0.000192606
22.657,-0.000162966,452.5482,979.0615986,-0.000162966
22.707,1.48E-05,445.593,971.1061554,1.48E-05
22.757,0.000370392,446.5866,969.1172946,0.000370392
22.807,-0.000340752,439.6314,963.1507122,-0.000340752
22.857,-0.000340752,439.6314,963.1507122,-0.000340752
22.908,1.48E-05,434.6634,955.195269,1.48E-05
22.957,-0.000162966,434.6634,957.1841298,-0.000162966
23.007,-0.000162966,429.6954,949.2286866,-0.000162966
23.057,-0.000162966,422.7402,939.2843826,-0.000162966
23.107,1.48E-05,422.7402,941.2732434,1.48E-05
23.158,-0.000162966,415.785,933.3178002,-0.000162966
23.207,-0.000340752,416.7786,933.3178002,-0.000340752
23.257,-0.000162966,416.7786,933.3178002,-0.000162966
23.308,-0.000340752,410.817,925.362357,-0.000340752
23.358,-0.000162966,410.817,925.362357,-0.000162966
23.408,1.48E-05,405.849,913.4291922,1.48E-05
23.458,1.48E-05,399.8874,911.4403314,1.48E-05
23.507,-0.000162966,400.881,909.4514706,-0.000162966
23.558,1.48E-05,391.9386,899.5071666,1.48E-05
23.608,-0.000162966,392.9322,903.4848882,-0.000162966
23.658,-0.000340752,386.9706,895.529445,-0.000340752
23.708,0.000192606,386.9706,891.5517234,0.000192606
23.758,-0.000340752,380.0154,887.5740018,-0.000340752
23.808,1.48E-05,379.0218,885.585141,1.48E-05
23.858,1.48E-05,374.0538,875.640837,1.48E-05
23.908,-0.000340752,368.0922,871.6631154,-0.000340752
23.958,-0.000162966,369.0858,869.6742546,-0.000162966
24.008,-0.000162966,370.0794,869.6742546,-0.000162966
24.058,1.48E-05,364.1178,863.7076722,1.48E-05
24.108,1.48E-05,364.1178,863.7076722,1.48E-05
24.158,-0.000340752,355.1754,855.752229,-0.000340752
24.208,0.000192606,356.169,853.7633682,0.000192606
24.258,-0.000518538,349.2138,849.7856466,-0.000518538
24.308,-0.000340752,350.2074,847.7967858,-0.000340752
24.358,-0.000162966,343.2522,841.8302034,-0.000162966
24.408,0.000192606,344.2458,837.8524818,0.000192606
24.458,1.48E-05,338.2842,831.8858994,1.48E-05
24.508,1.48E-05,337.2906,831.8858994,1.48E-05
24.558,1.48E-05,338.2842,831.8858994,1.48E-05
24.608,-0.000162966,330.3354,823.9304562,-0.000162966
24.658,-0.000162966,331.329,825.919317,-0.000162966
24.708,-0.000518538,321.393,815.975013,-0.000518538
