Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
15.8662458,0.0099,301.521,834.258,0.0099
15.9107926,0.0091,302.5146,843.186,0.0091
15.9562305,0.0086,302.5146,843.186,0.0086
16.0471979,0.0077,302.5146,850.13,0.0077
16.0910816,0.0074,301.521,852.114,0.0074
16.1367203,0.0071,303.5082,852.114,0.0071
16.1817831,0.0061,302.5146,859.058,0.0061
16.225958,0.0059,302.5146,860.05,0.0059
16.2710726,0.0053,301.521,858.066,0.0053
16.3161331,0.0045,302.5146,866.002,0.0045
16.3611884,0.0043,303.5082,866.994,0.0043
16.4518032,0.0034,301.521,872.946,0.0034
16.4961174,0.0033,302.5146,871.954,0.0033
16.5415073,0.0029,302.5146,874.93,0.0029
16.5863847,0.0021,302.5146,880.882,0.0021
16.6312924,0.0019,302.5146,880.882,0.0019
16.6771757,0.0015,301.521,881.874,0.0015
16.7207939,0.0006,302.5146,889.81,0.0006
16.7657155,0.0006,302.5146,889.81,0.0006
16.8114291,-0.0001,302.5146,895.762,-0.0001
16.8559204,-0.0003,302.5146,895.762,-0.0003
16.9481661,-0.0006,302.5146,895.762,-0.0006
16.99099,-0.0012,303.5082,902.706,-0.0012
17.0359535,-0.0013,303.5082,903.698,-0.0013
17.0812004,-0.0016,303.5082,904.69,-0.0016
17.1258987,-0.0022,301.521,910.642,-0.0022
17.1713286,-0.0023,302.5146,910.642,-0.0023
17.2166745,-0.0026,302.5146,911.634,-0.0026
17.2609311,-0.0031,302.5146,918.578,-0.0031
17.3062761,-0.0031,302.5146,918.578,-0.0031
17.3965849,-0.0033,302.5146,917.586,-0.0033
17.4509991,-0.0036,302.5146,918.578,-0.0036
17.4871783,-0.0038,302.5146,916.594,-0.0038
17.5315836,-0.0037,301.521,910.642,-0.0037
17.5825072,-0.0039,301.521,911.634,-0.0039
17.6217756,-0.0042,303.5082,910.642,-0.0042
17.6680594,-0.0039,301.521,903.698,-0.0039
17.711323,-0.0042,302.5146,903.698,-0.0042
17.8019013,-0.0042,302.5146,895.762,-0.0042
17.858044,-0.0044,302.5146,895.762,-0.0044
17.8939807,-0.0045,301.521,895.762,-0.0045
17.9366931,-0.0043,302.5146,888.818,-0.0043
17.9814742,-0.0045,301.521,887.826,-0.0045
18.0718551,-0.0047,303.5082,888.818,-0.0047
18.1139564,-0.0046,303.5082,881.874,-0.0046
18.142847,-0.0047,302.5146,882.866,-0.0047
18.1680935,-0.0045,302.5146,873.938,-0.0045
18.206166,-0.0048,302.5146,875.922,-0.0048
18.2975598,-0.0049,302.5146,873.938,-0.0049
18.3487795,-0.0045,302.5146,866.002,-0.0045
18.3917384,-0.0048,302.5146,866.994,-0.0048
18.4389259,-0.0049,302.5146,866.002,-0.0049
18.4824377,-0.0047,302.5146,859.058,-0.0047
18.5254158,-0.0049,302.5146,860.05,-0.0049
18.56704,-0.005,302.5146,859.058,-0.005
18.6110916,-0.0047,302.5146,851.122,-0.0047
18.6560649,-0.0049,302.5146,852.114,-0.0049
18.7469945,-0.0047,301.521,843.186,-0.0047
18.7957594,-0.005,303.5082,844.178,-0.005
18.8368981,-0.005,302.5146,844.178,-0.005
18.8813466,-0.0049,302.5146,835.25,-0.0049
18.9273488,-0.0051,302.5146,836.242,-0.0051
18.9821523,-0.0051,301.521,835.25,-0.0051
19.0218608,-0.0049,303.5082,828.306,-0.0049
19.0619133,-0.0051,302.5146,827.314,-0.0051
19.1520885,-0.0048,302.5146,818.386,-0.0048
19.1957125,-0.0051,302.5146,820.37,-0.0051
19.2410886,-0.005,302.5146,819.378,-0.005
19.2858373,-0.0049,302.5146,812.434,-0.0049
19.3316539,-0.005,302.5146,813.426,-0.005
19.3763924,-0.0051,302.5146,812.434,-0.0051
19.421075,-0.005,302.5146,804.498,-0.005
19.4669682,-0.0051,302.5146,804.498,-0.0051
19.5118101,-0.005,301.521,797.554,-0.005
19.5564377,-0.0052,302.5146,796.562,-0.0052
19.6479867,-0.0051,302.5146,797.554,-0.0051
19.7019298,-0.005,302.5146,789.618,-0.005
19.7391629,-0.0052,302.5146,789.618,-0.0052
19.7858793,-0.0052,302.5146,790.61,-0.0052
19.8498117,-0.005,302.5146,780.69,-0.005
19.8719644,-0.0053,301.521,782.674,-0.0053
19.9180119,-0.0053,302.5146,781.682,-0.0053
19.962157,-0.005,301.521,774.738,-0.005
20.006894,-0.0052,302.5146,772.754,-0.0052
20.0972456,-0.0051,302.5146,766.802,-0.0051
20.1421887,-0.0054,302.5146,765.81,-0.0054
20.1871046,-0.0054,302.5146,767.794,-0.0054
20.2319835,-0.0052,302.5146,758.866,-0.0052
20.2770866,-0.0054,302.5146,759.858,-0.0054
20.3228214,-0.0055,302.5146,758.866,-0.0055
20.3664383,-0.0052,303.5082,750.93,-0.0052
20.4118964,-0.0054,302.5146,752.914,-0.0054
20.5016637,-0.0053,303.5082,744.978,-0.0053
20.5471905,-0.0055,302.5146,744.978,-0.0055
20.5927707,-0.0054,303.5082,743.986,-0.0054
20.6373941,-0.0053,302.5146,736.05,-0.0053
20.6826838,-0.0055,302.5146,737.042,-0.0055
20.7298937,-0.0055,302.5146,737.042,-0.0055
20.7724246,-0.0054,302.5146,728.114,-0.0054
20.8165354,-0.0055,302.5146,729.106,-0.0055
20.8629172,-0.0053,301.521,721.17,-0.0053
20.9065879,-0.0056,302.5146,722.162,-0.0056
20.997991,-0.0056,302.5146,720.178,-0.0056
21.0424067,-0.0054,302.5146,713.234,-0.0054
21.0870778,-0.0055,301.521,714.226,-0.0055
21.132934,-0.0055,302.5146,713.234,-0.0055
21.1766957,-0.0052,302.5146,705.298,-0.0052
21.2234215,-0.0055,302.5146,706.29,-0.0055
21.2690495,-0.0054,301.521,705.298,-0.0054
21.3120141,-0.0052,302.5146,698.354,-0.0052
21.3566069,-0.0053,302.5146,698.354,-0.0053
21.4471569,-0.0051,302.5146,690.418,-0.0051
21.491968,-0.0052,302.5146,691.41,-0.0052
21.5373795,-0.0052,302.5146,689.426,-0.0052
21.5815265,-0.0049,302.5146,683.474,-0.0049
21.6264279,-0.005,302.5146,683.474,-0.005
21.6725661,-0.005,303.5082,683.474,-0.005
21.7181132,-0.0047,302.5146,674.546,-0.0047
21.7619006,-0.0048,302.5146,675.538,-0.0048
21.8527886,-0.0046,302.5146,666.61,-0.0046
21.8962358,-0.0045,303.5082,667.602,-0.0045
21.9424546,-0.0044,302.5146,666.61,-0.0044
21.9862783,-0.0041,302.5146,660.658,-0.0041
22.0322926,-0.0042,301.521,659.666,-0.0042
22.0772853,-0.0041,302.5146,659.666,-0.0041
22.1216556,-0.0037,302.5146,653.714,-0.0037
22.1657247,-0.0037,302.5146,652.722,-0.0037
22.2112551,-0.0034,302.5146,645.778,-0.0034
22.2558264,-0.0034,303.5082,644.786,-0.0034
22.3493109,-0.0031,302.5146,645.778,-0.0031
22.3907509,-0.0025,301.521,637.842,-0.0025
22.4357863,-0.0026,302.5146,638.834,-0.0026
22.5260097,-0.0024,302.5146,636.85,-0.0024
22.5708746,-0.0017,302.5146,629.906,-0.0017
22.5779322,-0.0017,301.521,629.906,-0.0017
22.6165014,-0.0013,301.521,629.906,-0.0013
22.6606336,-0.0007,301.521,621.97,-0.0007
22.7060999,-0.0007,302.5146,622.962,-0.0007
22.7955702,-0.0002,302.5146,615.026,-0.0002
22.8412564,0,302.5146,613.042,0
22.8859793,0.0006,301.521,615.026,0.0006
22.931022,0.0012,302.5146,607.09,0.0012
22.9762807,0.0014,302.5146,607.09,0.0014
23.0210783,0.002,303.5082,607.09,0.002
23.0660004,0.0028,301.521,600.146,0.0028
23.1106802,0.003,302.5146,599.154,0.003
23.2018787,0.004,302.5146,592.21,0.004
23.2465475,0.0043,302.5146,592.21,0.0043
23.2915593,0.0052,302.5146,592.21,0.0052
23.3360669,0.0061,302.5146,585.266,0.0061
23.3815252,0.0066,302.5146,585.266,0.0066
23.427092,0.0076,302.5146,585.266,0.0076
23.4715613,0.0087,302.5146,576.338,0.0087
23.5165723,0.0093,302.5146,576.338,0.0093
23.562294,0.0106,302.5146,569.394,0.0106
23.6067681,0.0111,302.5146,570.386,0.0111
23.6984228,0.0126,302.5146,568.402,0.0126
23.7414528,0.014,302.5146,560.466,0.014
23.786727,0.0147,302.5146,560.466,0.0147
23.8331203,0.0163,302.5146,562.45,0.0163
23.8765512,0.0178,302.5146,554.514,0.0178
23.9219236,0.0186,302.5146,553.522,0.0186
23.9673558,0.0204,302.5146,554.514,0.0204
24.0117855,0.0218,302.5146,547.57,0.0218
24.0565056,0.0229,302.5146,547.57,0.0229
24.146394,0.0244,302.5146,539.634,0.0244
24.1912745,0.0256,302.5146,538.642,0.0256
24.2372206,0.0274,303.5082,538.642,0.0274
24.2812224,0.029,303.5082,531.698,0.029
24.3267066,0.0301,302.5146,531.698,0.0301
24.3722636,0.0321,303.5082,532.69,0.0321
24.4168664,0.0332,303.5082,524.754,0.0332
24.4620963,0.0344,302.5146,525.746,0.0344
24.5517867,0.0356,303.5082,516.818,0.0356
24.5970282,0.0365,303.5082,517.81,0.0365
24.6869075,0.0385,303.5082,516.818,0.0385
24.7002639,0.0418,303.5082,509.874,0.0418
24.7310326,0.0425,303.5082,509.874,0.0425
24.7771435,0.044,304.5018,508.882,0.044
24.8214342,0.0444,304.5018,501.938,0.0444
24.8659863,0.0449,304.5018,499.954,0.0449
24.9127439,0.0454,304.5018,492.018,0.0454
24.9569082,0.0457,304.5018,494.994,0.0457
25.092078,0.0469,304.5018,493.01,0.0469
25.1364654,0.0471,304.5018,486.066,0.0471
25.1400865,0.0472,303.5082,487.058,0.0472
25.1818199,0.0483,304.5018,487.058,0.0483
25.2263446,0.0481,303.5082,479.122,0.0481
25.2719945,0.0481,304.5018,478.13,0.0481
25.3177718,0.049,304.5018,478.13,0.049
25.3610738,0.0486,304.5018,471.186,0.0486
